,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:11:00,1.25,-0.75,-0.5,-1.3333333333333333,1.25,-1.5833333333333333,1.8333333333333333,1.3333333333333333,-0.5,-0.6666666666666666,-1.9166666666666667,0.5
2020-09-23 14:12:00,1.1538461538461537,-0.8461538461538461,-0.6153846153846154,-1.2307692307692308,1.3846153846153846,-1.6153846153846154,1.7692307692307692,1.3076923076923077,-0.6923076923076923,-0.6923076923076923,-2.0,0.5384615384615384
2020-09-23 14:13:00,1.0714285714285714,-0.8571428571428571,-0.6428571428571429,-1.1428571428571428,1.5,-1.6428571428571428,1.7857142857142858,1.2857142857142858,-0.7857142857142857,-0.6428571428571429,-2.142857142857143,0.5
2020-09-23 14:14:00,1.0,-0.9333333333333333,-0.6666666666666666,-1.1333333333333333,1.6666666666666667,-1.6,1.8,1.3333333333333333,-0.8666666666666667,-0.6,-2.2,0.4
2020-09-23 14:15:00,0.875,-0.9375,-0.75,-1.125,1.875,-1.5625,1.8125,1.375,-0.875,-0.625,-2.25,0.25
2020-09-23 14:16:00,0.8235294117647058,-0.8823529411764706,-0.8235294117647058,-1.1764705882352942,2.0588235294117645,-1.588235294117647,1.7647058823529411,1.3529411764705883,-0.9411764705882353,-0.7058823529411765,-2.235294117647059,0.17647058823529413
2020-09-23 14:17:00,0.7222222222222222,-0.7777777777777778,-0.8888888888888888,-1.2222222222222223,2.1666666666666665,-1.5555555555555556,1.7777777777777777,1.3333333333333333,-1.0,-0.7222222222222222,-2.1666666666666665,0.1111111111111111
2020-09-23 14:18:00,0.631578947368421,-0.631578947368421,-0.9473684210526315,-1.263157894736842,2.3157894736842106,-1.5789473684210527,1.8421052631578947,1.368421052631579,-1.105263157894737,-0.7894736842105263,-2.1052631578947367,0.0
2020-09-23 14:19:00,0.6,-0.5,-1.0,-1.25,2.4,-1.6,1.9,1.35,-1.2,-0.85,-2.05,-0.05
2020-09-23 14:20:00,0.6190476190476191,-0.42857142857142855,-1.0952380952380953,-1.2380952380952381,2.5238095238095237,-1.6666666666666667,1.9047619047619047,1.380952380952381,-1.3333333333333333,-0.8571428571428571,-2.0476190476190474,-0.09523809523809523
2020-09-23 14:21:00,0.5909090909090909,-0.36363636363636365,-1.1363636363636365,-1.1818181818181819,2.6818181818181817,-1.7272727272727273,1.9545454545454546,1.3636363636363635,-1.5,-0.9090909090909091,-2.0454545454545454,-0.09090909090909091
2020-09-23 14:22:00,0.5652173913043478,-0.2608695652173913,-1.2173913043478262,-1.1304347826086956,2.8260869565217392,-1.7391304347826086,2.0434782608695654,1.3043478260869565,-1.6521739130434783,-0.9565217391304348,-2.0434782608695654,-0.13043478260869565
2020-09-23 14:23:00,0.5833333333333334,-0.125,-1.3333333333333333,-1.0416666666666667,3.0,-1.7083333333333333,2.0833333333333335,1.2083333333333333,-1.8333333333333333,-1.0,-2.0833333333333335,-0.20833333333333334
2020-09-23 14:24:00,0.6,-0.04,-1.4,-0.96,3.12,-1.64,2.08,1.12,-1.96,-1.0,-2.16,-0.32
2020-09-23 14:25:00,0.6538461538461539,0.07692307692307693,-1.4230769230769231,-0.8846153846153846,3.269230769230769,-1.6153846153846154,2.076923076923077,1.0384615384615385,-2.0384615384615383,-1.0384615384615385,-2.269230769230769,-0.38461538461538464
2020-09-23 14:26:00,0.6666666666666666,0.18518518518518517,-1.4074074074074074,-0.8148148148148148,3.4074074074074074,-1.6296296296296295,2.074074074074074,0.9629629629629629,-2.1481481481481484,-1.1111111111111112,-2.3703703703703702,-0.4444444444444444
2020-09-23 14:27:00,0.6428571428571429,0.32142857142857145,-1.3571428571428572,-0.7142857142857143,3.5,-1.6428571428571428,2.0357142857142856,0.8928571428571429,-2.25,-1.1428571428571428,-2.4285714285714284,-0.5357142857142857
2020-09-23 14:28:00,0.6206896551724138,0.4482758620689655,-1.2758620689655173,-0.6206896551724138,3.5517241379310347,-1.6551724137931034,2.0,0.8275862068965517,-2.3448275862068964,-1.1724137931034482,-2.4482758620689653,-0.6206896551724138
2020-09-23 14:29:00,0.6333333333333333,0.5666666666666667,-1.1666666666666667,-0.5333333333333333,3.566666666666667,-1.6666666666666667,2.0,0.7666666666666667,-2.4,-1.2,-2.5,-0.7333333333333333
2020-09-23 14:30:00,0.6774193548387096,0.7096774193548387,-1.032258064516129,-0.45161290322580644,3.5483870967741935,-1.7096774193548387,2.0,0.7419354838709677,-2.4838709677419355,-1.2580645161290323,-2.5806451612903225,-0.8064516129032258
2020-09-23 14:31:00,0.6875,0.84375,-0.875,-0.40625,3.5,-1.78125,2.0,0.71875,-2.59375,-1.34375,-2.65625,-0.875
2020-09-23 14:32:00,0.6666666666666666,1.0,-0.7272727272727273,-0.3333333333333333,3.4242424242424243,-1.878787878787879,2.0,0.7272727272727273,-2.6666666666666665,-1.4242424242424243,-2.696969696969697,-0.9393939393939394
2020-09-23 14:33:00,0.6470588235294118,1.1176470588235294,-0.5882352941176471,-0.23529411764705882,3.3823529411764706,-1.9705882352941178,2.0,0.7352941176470589,-2.7058823529411766,-1.5,-2.7058823529411766,-1.0
2020-09-23 14:34:00,0.6285714285714286,1.2285714285714286,-0.4857142857142857,-0.11428571428571428,3.342857142857143,-2.085714285714286,2.0285714285714285,0.7714285714285715,-2.7714285714285714,-1.6,-2.742857142857143,-1.0571428571428572
2020-09-23 14:35:00,0.6111111111111112,1.3611111111111112,-0.4166666666666667,0.027777777777777776,3.3333333333333335,-2.1666666666666665,2.0555555555555554,0.8055555555555556,-2.861111111111111,-1.6666666666666667,-2.7777777777777777,-1.0833333333333333
2020-09-23 14:36:00,0.5675675675675675,1.4594594594594594,-0.32432432432432434,0.1891891891891892,3.2972972972972974,-2.27027027027027,2.054054054054054,0.8378378378378378,-2.945945945945946,-1.7567567567567568,-2.7837837837837838,-1.135135135135135
2020-09-23 14:37:00,0.5526315789473685,1.5789473684210527,-0.23684210526315788,0.3157894736842105,3.236842105263158,-2.3684210526315788,2.026315789473684,0.8421052631578947,-3.026315789473684,-1.8157894736842106,-2.763157894736842,-1.1578947368421053
2020-09-23 14:38:00,0.5384615384615384,1.6923076923076923,-0.1794871794871795,0.46153846153846156,3.1538461538461537,-2.4358974358974357,2.0256410256410255,0.8205128205128205,-3.1025641025641026,-1.8974358974358974,-2.7435897435897436,-1.1538461538461537
2020-09-23 14:39:00,0.525,1.775,-0.125,0.575,3.1,-2.5,2.025,0.8,-3.175,-2.0,-2.75,-1.125
2020-09-23 14:40:00,0.4878048780487805,1.853658536585366,-0.07317073170731707,0.6585365853658537,3.048780487804878,-2.5609756097560976,2.048780487804878,0.7560975609756098,-3.268292682926829,-2.1219512195121952,-2.7560975609756095,-1.1219512195121952
2020-09-23 14:41:00,0.4523809523809524,1.9047619047619047,0.0,0.7380952380952381,3.0238095238095237,-2.5952380952380953,2.0476190476190474,0.6904761904761905,-3.380952380952381,-2.2142857142857144,-2.738095238095238,-1.1428571428571428
2020-09-23 14:42:00,0.4418604651162791,1.930232558139535,0.09302325581395349,0.813953488372093,2.9767441860465116,-2.6511627906976742,2.0232558139534884,0.6511627906976745,-3.488372093023256,-2.302325581395349,-2.7209302325581395,-1.1395348837209303
2020-09-23 14:43:00,0.45454545454545453,1.9772727272727273,0.18181818181818182,0.8636363636363636,2.9318181818181817,-2.727272727272727,1.9772727272727273,0.6136363636363636,-3.6136363636363638,-2.409090909090909,-2.6818181818181817,-1.1136363636363635
2020-09-23 14:44:00,0.4666666666666667,2.0444444444444443,0.24444444444444444,0.9333333333333333,2.888888888888889,-2.8,1.9555555555555555,0.5555555555555556,-3.7111111111111112,-2.533333333333333,-2.6222222222222222,-1.0888888888888888
2020-09-23 14:45:00,0.4666666666666667,2.2,0.3111111111111111,1.0444444444444445,2.933333333333333,-2.911111111111111,1.9777777777777779,0.5111111111111111,-3.8666666666666667,-2.7333333333333334,-2.6222222222222222,-1.0888888888888888
2020-09-23 14:46:00,0.4444444444444444,2.4,0.37777777777777777,1.1555555555555554,3.0,-3.022222222222222,2.0,0.4666666666666667,-4.044444444444444,-2.911111111111111,-2.6222222222222222,-1.0444444444444445
2020-09-23 14:47:00,0.4222222222222222,2.6,0.4222222222222222,1.2666666666666666,3.066666666666667,-3.1333333333333333,2.022222222222222,0.37777777777777777,-4.266666666666667,-3.066666666666667,-2.6,-1.0
2020-09-23 14:48:00,0.4,2.7555555555555555,0.5111111111111111,1.3333333333333333,3.1333333333333333,-3.2444444444444445,2.022222222222222,0.3111111111111111,-4.511111111111111,-3.2444444444444445,-2.577777777777778,-0.9555555555555556
2020-09-23 14:49:00,0.3333333333333333,2.888888888888889,0.6444444444444445,1.4444444444444444,3.2444444444444445,-3.4,2.022222222222222,0.2,-4.711111111111111,-3.3777777777777778,-2.533333333333333,-0.9111111111111111
2020-09-23 14:50:00,0.3111111111111111,3.0444444444444443,0.8,1.5333333333333334,3.3333333333333335,-3.577777777777778,2.022222222222222,0.1111111111111111,-4.866666666666666,-3.511111111111111,-2.466666666666667,-0.8888888888888888
2020-09-23 14:51:00,0.24444444444444444,3.1777777777777776,1.0,1.6222222222222222,3.422222222222222,-3.7555555555555555,2.022222222222222,0.06666666666666667,-5.044444444444444,-3.6444444444444444,-2.4,-0.8222222222222222
2020-09-23 14:52:00,0.17777777777777778,3.311111111111111,1.2,1.6888888888888889,3.511111111111111,-3.911111111111111,2.022222222222222,-0.022222222222222223,-5.266666666666667,-3.8,-2.3333333333333335,-0.7333333333333333
2020-09-23 14:53:00,0.1111111111111111,3.422222222222222,1.3555555555555556,1.7555555555555555,3.6,-4.044444444444444,2.066666666666667,-0.1111111111111111,-5.466666666666667,-3.9555555555555557,-2.2666666666666666,-0.6222222222222222
2020-09-23 14:54:00,0.044444444444444446,3.511111111111111,1.5333333333333334,1.8222222222222222,3.6666666666666665,-4.177777777777778,2.066666666666667,-0.24444444444444444,-5.644444444444445,-4.111111111111111,-2.2,-0.4888888888888889
2020-09-23 14:55:00,0.0,3.6,1.6888888888888889,1.8666666666666667,3.7111111111111112,-4.288888888888889,2.088888888888889,-0.35555555555555557,-5.822222222222222,-4.2444444444444445,-2.1555555555555554,-0.37777777777777777
2020-09-23 14:56:00,-0.044444444444444446,3.7111111111111112,1.8444444444444446,1.9111111111111112,3.7555555555555555,-4.4,2.1555555555555554,-0.4666666666666667,-5.977777777777778,-4.377777777777778,-2.1333333333333333,-0.26666666666666666
2020-09-23 14:57:00,-0.08888888888888889,3.8222222222222224,2.022222222222222,1.9333333333333333,3.8222222222222224,-4.511111111111111,2.2222222222222223,-0.5777777777777777,-6.111111111111111,-4.466666666666667,-2.088888888888889,-0.17777777777777778
2020-09-23 14:58:00,-0.1111111111111111,3.933333333333333,2.2,1.9777777777777779,3.8666666666666667,-4.6,2.2888888888888888,-0.6888888888888889,-6.266666666666667,-4.6,-2.0444444444444443,-0.06666666666666667
2020-09-23 14:59:00,-0.13333333333333333,4.088888888888889,2.4,2.0444444444444443,3.911111111111111,-4.733333333333333,2.3777777777777778,-0.8,-6.4222222222222225,-4.711111111111111,-2.022222222222222,0.044444444444444446
2020-09-23 15:00:00,-0.15555555555555556,4.2444444444444445,2.6222222222222222,2.1333333333333333,3.933333333333333,-4.844444444444444,2.4444444444444446,-0.9333333333333333,-6.6,-4.822222222222222,-2.022222222222222,0.17777777777777778
2020-09-23 15:01:00,-0.2222222222222222,4.355555555555555,2.8444444444444446,2.2222222222222223,3.9555555555555557,-4.955555555555556,2.533333333333333,-1.0444444444444445,-6.733333333333333,-4.933333333333334,-2.066666666666667,0.3111111111111111
2020-09-23 15:02:00,-0.26666666666666666,4.444444444444445,3.066666666666667,2.2888888888888888,4.0,-5.088888888888889,2.6,-1.1555555555555554,-6.844444444444444,-5.044444444444444,-2.111111111111111,0.4666666666666667
2020-09-23 15:03:00,-0.3111111111111111,4.488888888888889,3.2888888888888888,2.3555555555555556,4.0,-5.2,2.6222222222222222,-1.288888888888889,-6.933333333333334,-5.111111111111111,-2.1555555555555554,0.6222222222222222
2020-09-23 15:04:00,-0.35555555555555557,4.533333333333333,3.511111111111111,2.3777777777777778,4.022222222222222,-5.311111111111111,2.6666666666666665,-1.3777777777777778,-7.022222222222222,-5.155555555555556,-2.1777777777777776,0.7333333333333333
2020-09-23 15:05:00,-0.4222222222222222,4.5777777777777775,3.7555555555555555,2.422222222222222,4.0,-5.377777777777778,2.7111111111111112,-1.4666666666666666,-7.111111111111111,-5.222222222222222,-2.1555555555555554,0.8666666666666667
2020-09-23 15:06:00,-0.4888888888888889,4.644444444444445,3.9555555555555557,2.422222222222222,3.9555555555555557,-5.4222222222222225,2.7555555555555555,-1.5555555555555556,-7.177777777777778,-5.288888888888889,-2.1333333333333333,1.0
2020-09-23 15:07:00,-0.5555555555555556,4.666666666666667,4.2,2.4,3.933333333333333,-5.488888888888889,2.7555555555555555,-1.6444444444444444,-7.2444444444444445,-5.333333333333333,-2.111111111111111,1.1555555555555554
2020-09-23 15:08:00,-0.6666666666666666,4.688888888888889,4.488888888888889,2.3777777777777778,3.8666666666666667,-5.6,2.8,-1.7333333333333334,-7.288888888888889,-5.4,-2.088888888888889,1.3555555555555556
2020-09-23 15:09:00,-0.7777777777777778,4.7555555555555555,4.733333333333333,2.3333333333333335,3.8,-5.733333333333333,2.8666666666666667,-1.8444444444444446,-7.333333333333333,-5.511111111111111,-2.0444444444444443,1.5777777777777777
2020-09-23 15:10:00,-0.8888888888888888,4.8,4.933333333333334,2.2666666666666666,3.688888888888889,-5.822222222222222,2.933333333333333,-1.9333333333333333,-7.4,-5.5777777777777775,-1.9555555555555555,1.7555555555555555
2020-09-23 15:11:00,-1.0,4.844444444444444,5.133333333333334,2.2222222222222223,3.6,-5.911111111111111,3.0,-2.0,-7.4222222222222225,-5.6,-1.8666666666666667,1.9333333333333333
2020-09-23 15:12:00,-1.0666666666666667,4.888888888888889,5.288888888888889,2.1555555555555554,3.511111111111111,-5.977777777777778,3.088888888888889,-2.066666666666667,-7.444444444444445,-5.666666666666667,-1.8222222222222222,2.1333333333333333
2020-09-23 15:13:00,-1.1333333333333333,4.911111111111111,5.4,2.088888888888889,3.4444444444444446,-6.066666666666666,3.2,-2.1555555555555554,-7.488888888888889,-5.711111111111111,-1.8,2.311111111111111
2020-09-23 15:14:00,-1.2444444444444445,4.933333333333334,5.511111111111111,2.022222222222222,3.4,-6.177777777777778,3.2888888888888888,-2.2222222222222223,-7.533333333333333,-5.7555555555555555,-1.7777777777777777,2.533333333333333
2020-09-23 15:15:00,-1.4,4.933333333333334,5.622222222222222,1.9777777777777779,3.3555555555555556,-6.288888888888889,3.3555555555555556,-2.3333333333333335,-7.533333333333333,-5.7555555555555555,-1.711111111111111,2.7111111111111112
2020-09-23 15:16:00,-1.511111111111111,4.911111111111111,5.711111111111111,1.9555555555555555,3.311111111111111,-6.377777777777778,3.4,-2.4444444444444446,-7.488888888888889,-5.7555555555555555,-1.6222222222222222,2.8666666666666667
2020-09-23 15:17:00,-1.5777777777777777,4.866666666666666,5.8,1.8888888888888888,3.2888888888888888,-6.466666666666667,3.422222222222222,-2.577777777777778,-7.488888888888889,-5.777777777777778,-1.5333333333333334,3.022222222222222
2020-09-23 15:18:00,-1.6666666666666667,4.844444444444444,5.911111111111111,1.8,3.2666666666666666,-6.533333333333333,3.466666666666667,-2.7111111111111112,-7.533333333333333,-5.777777777777778,-1.4666666666666666,3.1555555555555554
2020-09-23 15:19:00,-1.7555555555555555,4.822222222222222,6.044444444444444,1.6888888888888889,3.2444444444444445,-6.555555555555555,3.511111111111111,-2.8444444444444446,-7.533333333333333,-5.777777777777778,-1.4,3.311111111111111
2020-09-23 15:20:00,-1.8222222222222222,4.8,6.2,1.5777777777777777,3.1777777777777776,-6.622222222222222,3.5555555555555554,-2.9555555555555557,-7.533333333333333,-5.8,-1.3555555555555556,3.466666666666667
2020-09-23 15:21:00,-1.8888888888888888,4.822222222222222,6.311111111111111,1.4444444444444444,3.1555555555555554,-6.688888888888889,3.6222222222222222,-3.088888888888889,-7.533333333333333,-5.8,-1.3111111111111111,3.6666666666666665
2020-09-23 15:22:00,-2.0,4.822222222222222,6.444444444444445,1.3555555555555556,3.1555555555555554,-6.7555555555555555,3.7333333333333334,-3.2222222222222223,-7.533333333333333,-5.8,-1.3111111111111111,3.8444444444444446
2020-09-23 15:23:00,-2.111111111111111,4.844444444444444,6.622222222222222,1.2666666666666666,3.2,-6.866666666666666,3.8444444444444446,-3.3555555555555556,-7.511111111111111,-5.8,-1.3111111111111111,4.0
2020-09-23 15:24:00,-2.2444444444444445,4.866666666666666,6.8,1.2,3.2444444444444445,-6.955555555555556,3.977777777777778,-3.488888888888889,-7.466666666666667,-5.7555555555555555,-1.2666666666666666,4.155555555555556
2020-09-23 15:25:00,-2.3555555555555556,4.888888888888889,6.977777777777778,1.1333333333333333,3.311111111111111,-7.066666666666666,4.111111111111111,-3.577777777777778,-7.4222222222222225,-5.666666666666667,-1.2,4.355555555555555
2020-09-23 15:26:00,-2.488888888888889,4.933333333333334,7.111111111111111,1.0666666666666667,3.3777777777777778,-7.177777777777778,4.2444444444444445,-3.6666666666666665,-7.333333333333333,-5.5777777777777775,-1.1555555555555554,4.5777777777777775
2020-09-23 15:27:00,-2.6666666666666665,5.022222222222222,7.2444444444444445,0.9777777777777777,3.466666666666667,-7.266666666666667,4.4,-3.8,-7.222222222222222,-5.466666666666667,-1.0888888888888888,4.7555555555555555
2020-09-23 15:28:00,-2.888888888888889,5.088888888888889,7.355555555555555,0.9333333333333333,3.577777777777778,-7.333333333333333,4.6,-3.933333333333333,-7.111111111111111,-5.333333333333333,-1.0444444444444445,4.911111111111111
2020-09-23 15:29:00,-3.111111111111111,5.111111111111111,7.488888888888889,0.8888888888888888,3.6666666666666665,-7.377777777777778,4.8,-4.066666666666666,-7.022222222222222,-5.155555555555556,-1.0,5.088888888888889
2020-09-23 15:30:00,-3.2888888888888888,5.088888888888889,7.644444444444445,0.8666666666666667,3.7333333333333334,-7.4,4.977777777777778,-4.177777777777778,-6.911111111111111,-4.977777777777778,-0.9555555555555556,5.222222222222222
2020-09-23 15:31:00,-3.466666666666667,5.066666666666666,7.8,0.8888888888888888,3.8,-7.4222222222222225,5.133333333333334,-4.311111111111111,-6.8,-4.777777777777778,-0.9333333333333333,5.355555555555555
2020-09-23 15:32:00,-3.6444444444444444,5.044444444444444,7.955555555555556,0.9333333333333333,3.8444444444444446,-7.444444444444445,5.266666666666667,-4.4222222222222225,-6.644444444444445,-4.555555555555555,-0.9555555555555556,5.533333333333333
2020-09-23 15:33:00,-3.8,5.044444444444444,8.066666666666666,0.9777777777777777,3.8666666666666667,-7.466666666666667,5.4222222222222225,-4.555555555555555,-6.466666666666667,-4.333333333333333,-1.0,5.711111111111111
2020-09-23 15:34:00,-3.9555555555555557,5.044444444444444,8.177777777777777,0.9777777777777777,3.888888888888889,-7.444444444444445,5.5777777777777775,-4.666666666666667,-6.288888888888889,-4.133333333333334,-1.0222222222222221,5.866666666666666
2020-09-23 15:35:00,-4.111111111111111,5.044444444444444,8.266666666666667,1.0222222222222221,3.933333333333333,-7.377777777777778,5.733333333333333,-4.777777777777778,-6.111111111111111,-3.9555555555555557,-1.0666666666666667,6.022222222222222
2020-09-23 15:36:00,-4.222222222222222,5.088888888888889,8.355555555555556,1.0444444444444445,3.933333333333333,-7.288888888888889,5.888888888888889,-4.933333333333334,-5.888888888888889,-3.7555555555555555,-1.1333333333333333,6.155555555555556
2020-09-23 15:37:00,-4.311111111111111,5.177777777777778,8.444444444444445,1.1111111111111112,3.888888888888889,-7.2,6.0,-5.088888888888889,-5.644444444444445,-3.533333333333333,-1.1555555555555554,6.288888888888889
2020-09-23 15:38:00,-4.444444444444445,5.266666666666667,8.533333333333333,1.1555555555555554,3.8222222222222224,-7.133333333333334,6.088888888888889,-5.266666666666667,-5.4,-3.311111111111111,-1.2,6.4222222222222225
2020-09-23 15:39:00,-4.5777777777777775,5.333333333333333,8.622222222222222,1.1777777777777778,3.7555555555555555,-7.044444444444444,6.2,-5.444444444444445,-5.155555555555556,-3.111111111111111,-1.2,6.533333333333333
2020-09-23 15:40:00,-4.733333333333333,5.444444444444445,8.71111111111111,1.2,3.688888888888889,-6.955555555555556,6.311111111111111,-5.6,-4.866666666666666,-2.911111111111111,-1.2,6.666666666666667
2020-09-23 15:41:00,-4.844444444444444,5.5777777777777775,8.8,1.2444444444444445,3.577777777777778,-6.888888888888889,6.4,-5.733333333333333,-4.6,-2.7111111111111112,-1.1555555555555554,6.822222222222222
2020-09-23 15:42:00,-4.955555555555556,5.688888888888889,8.866666666666667,1.288888888888889,3.488888888888889,-6.844444444444444,6.466666666666667,-5.844444444444444,-4.311111111111111,-2.5555555555555554,-1.1333333333333333,7.022222222222222
2020-09-23 15:43:00,-5.066666666666666,5.8,8.933333333333334,1.3111111111111111,3.4444444444444446,-6.844444444444444,6.533333333333333,-5.955555555555556,-4.0,-2.4,-1.0666666666666667,7.222222222222222
2020-09-23 15:44:00,-5.177777777777778,5.911111111111111,8.977777777777778,1.3333333333333333,3.3555555555555556,-6.822222222222222,6.6,-6.066666666666666,-3.6666666666666665,-2.2666666666666666,-0.9777777777777777,7.466666666666667
2020-09-23 15:45:00,-5.266666666666667,6.022222222222222,9.044444444444444,1.3111111111111111,3.2444444444444445,-6.8,6.688888888888889,-6.177777777777778,-3.3333333333333335,-2.111111111111111,-0.8444444444444444,7.688888888888889
2020-09-23 15:46:00,-5.311111111111111,6.133333333333334,9.088888888888889,1.288888888888889,3.1555555555555554,-6.733333333333333,6.777777777777778,-6.311111111111111,-3.0,-1.9333333333333333,-0.6888888888888889,7.888888888888889
2020-09-23 15:47:00,-5.333333333333333,6.2444444444444445,9.133333333333333,1.2666666666666666,3.0444444444444443,-6.688888888888889,6.866666666666666,-6.444444444444445,-2.6666666666666665,-1.7555555555555555,-0.5777777777777777,8.088888888888889
2020-09-23 15:48:00,-5.355555555555555,6.377777777777778,9.2,1.2444444444444445,2.977777777777778,-6.644444444444445,7.0,-6.5777777777777775,-2.3555555555555556,-1.5777777777777777,-0.4888888888888889,8.28888888888889
2020-09-23 15:49:00,-5.4,6.511111111111111,9.266666666666667,1.2444444444444445,2.911111111111111,-6.5777777777777775,7.133333333333334,-6.733333333333333,-2.066666666666667,-1.4222222222222223,-0.4444444444444444,8.533333333333333
2020-09-23 15:50:00,-5.444444444444445,6.688888888888889,9.311111111111112,1.2444444444444445,2.888888888888889,-6.555555555555555,7.288888888888889,-6.933333333333334,-1.7777777777777777,-1.288888888888889,-0.4444444444444444,8.755555555555556
2020-09-23 15:51:00,-5.466666666666667,6.866666666666666,9.4,1.288888888888889,2.8666666666666667,-6.555555555555555,7.4,-7.111111111111111,-1.488888888888889,-1.1333333333333333,-0.4444444444444444,8.933333333333334
2020-09-23 15:52:00,-5.466666666666667,7.066666666666666,9.466666666666667,1.3555555555555556,2.8444444444444446,-6.555555555555555,7.555555555555555,-7.2444444444444445,-1.2222222222222223,-1.0,-0.4222222222222222,9.133333333333333
2020-09-23 15:53:00,-5.466666666666667,7.2444444444444445,9.488888888888889,1.3777777777777778,2.8222222222222224,-6.533333333333333,7.666666666666667,-7.377777777777778,-0.9333333333333333,-0.8222222222222222,-0.37777777777777777,9.311111111111112
2020-09-23 15:54:00,-5.488888888888889,7.377777777777778,9.533333333333333,1.4222222222222223,2.8,-6.488888888888889,7.777777777777778,-7.511111111111111,-0.6666666666666666,-0.6222222222222222,-0.3333333333333333,9.511111111111111
2020-09-23 15:55:00,-5.555555555555555,7.533333333333333,9.577777777777778,1.511111111111111,2.8,-6.466666666666667,7.888888888888889,-7.688888888888889,-0.37777777777777777,-0.4666666666666667,-0.3333333333333333,9.733333333333333
2020-09-23 15:56:00,-5.622222222222222,7.688888888888889,9.6,1.6,2.7777777777777777,-6.444444444444445,8.022222222222222,-7.888888888888889,-0.1111111111111111,-0.35555555555555557,-0.3111111111111111,9.977777777777778
2020-09-23 15:57:00,-5.733333333333333,7.822222222222222,9.666666666666666,1.711111111111111,2.7777777777777777,-6.4222222222222225,8.133333333333333,-8.066666666666666,0.17777777777777778,-0.2,-0.28888888888888886,10.2
2020-09-23 15:58:00,-5.866666666666666,8.0,9.777777777777779,1.8,2.7555555555555555,-6.377777777777778,8.244444444444444,-8.222222222222221,0.4666666666666667,-0.08888888888888889,-0.28888888888888886,10.422222222222222
2020-09-23 15:59:00,-5.977777777777778,8.155555555555555,9.866666666666667,1.8666666666666667,2.7111111111111112,-6.333333333333333,8.377777777777778,-8.422222222222222,0.7333333333333333,0.0,-0.24444444444444444,10.622222222222222
2020-09-23 16:00:00,-6.066666666666666,8.333333333333334,9.911111111111111,1.9333333333333333,2.6666666666666665,-6.288888888888889,8.533333333333333,-8.6,0.9777777777777777,0.08888888888888889,-0.24444444444444444,10.866666666666667
2020-09-23 16:01:00,-6.155555555555556,8.555555555555555,9.977777777777778,1.9777777777777779,2.6666666666666665,-6.222222222222222,8.733333333333333,-8.8,1.1777777777777778,0.2222222222222222,-0.28888888888888886,11.155555555555555
2020-09-23 16:02:00,-6.2444444444444445,8.755555555555556,10.066666666666666,2.0444444444444443,2.688888888888889,-6.111111111111111,8.977777777777778,-8.977777777777778,1.3777777777777778,0.4,-0.37777777777777777,11.466666666666667
2020-09-23 16:03:00,-6.311111111111111,8.933333333333334,10.11111111111111,2.111111111111111,2.6666666666666665,-6.0,9.2,-9.177777777777777,1.5777777777777777,0.5777777777777777,-0.4666666666666667,11.777777777777779
